Alabama,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,Tennessee,Texas,Utah,Virginia,Washington,Wisconsin,date,Alabama_fit,Arizona_fit,Arkansas_fit,California_fit,Colorado_fit,Connecticut_fit,Delaware_fit,District of Columbia_fit,Florida_fit,Georgia_fit,Illinois_fit,Indiana_fit,Iowa_fit,Kansas_fit,Kentucky_fit,Louisiana_fit,Maine_fit,Maryland_fit,Massachusetts_fit,Michigan_fit,Minnesota_fit,Mississippi_fit,Missouri_fit,Nevada_fit,New Hampshire_fit,New Jersey_fit,New Mexico_fit,New York_fit,North Carolina_fit,North Dakota_fit,Ohio_fit,Oklahoma_fit,Oregon_fit,Pennsylvania_fit,Rhode Island_fit,South Carolina_fit,Tennessee_fit,Texas_fit,Utah_fit,Virginia_fit,Washington_fit,Wisconsin_fit
209.00000000000006,266.00000000000017,46.99999999999999,1621.0,674.0000000000002,1767.0000000000007,100.0,152.99999999999997,1046.0000000000002,898.9999999999993,1795.000000000001,741.0000000000007,106.99999999999999,117.99999999999991,200.00000000000009,1659.9999999999995,46.99999999999998,798.0000000000007,2555.9999999999995,3084.999999999998,220.99999999999994,209.00000000000003,272.0000000000002,197.00000000000009,52.99999999999997,5683.0,84.00000000000001,20758.99999999999,294.00000000000006,14.999999999999998,690.0,188.00000000000006,86.00000000000004,1746.9999999999986,201.99999999999986,157.0000000000001,169.00000000000003,624.0000000000005,38.99999999999998,411.00000000000017,722.0000000000006,263.0000000000001,2020-04-24,198.0,236.0,46.0,1600.0,647.0,1779.0,105.0,155.0,1005.0,901.0,1750.0,735.0,105.0,113.0,198.0,1677.0,48.0,811.0,2595.0,3311.0,230.0,200.0,263.0,193.0,49.0,5562.0,84.0,21908.0,299.0,15.0,680.0,196.0,88.0,1643.0,201.0,159.0,168.0,607.0,36.0,407.0,724.0,261.0
209.00000000000006,272.99999999999994,48.000000000000036,1689.000000000001,683.9999999999994,1864.9999999999998,112.00000000000001,165.00000000000009,1054.9999999999993,907.0,1875.0000000000014,785.9999999999997,111.99999999999997,120.00000000000007,205.00000000000003,1707.0000000000002,46.99999999999998,874.9999999999993,2730.0,3155.0000000000023,244.00000000000009,221.00000000000017,281.0000000000002,205.0,52.99999999999997,5913.999999999998,93.00000000000007,21326.0,305.00000000000017,15.999999999999998,710.9999999999995,193.9999999999999,87.00000000000009,1792.9999999999995,215.0000000000001,165.99999999999994,176.99999999999997,638.0000000000002,40.999999999999986,436.99999999999983,737.0,265.99999999999983,2020-04-25,209.0,250.0,49.0,1667.0,669.0,1857.0,112.0,165.0,1047.0,933.0,1843.0,781.0,113.0,117.0,204.0,1714.0,49.0,859.0,2741.0,3379.0,247.0,211.0,277.0,200.0,52.0,5815.0,90.0,22170.0,313.0,16.0,718.0,200.0,91.0,1766.0,212.0,170.0,173.0,635.0,38.0,430.0,738.0,269.0
218.99999999999991,274.9999999999998,50.99999999999998,1725.000000000001,688.0000000000002,1924.0000000000005,120.00000000000003,178.0,1075.0000000000005,916.0000000000008,1933.0000000000011,813.0,118.00000000000006,121.00000000000001,207.99999999999997,1729.0000000000007,49.99999999999996,910.0000000000003,2899.0000000000014,3315.0000000000005,272.0000000000001,226.99999999999991,282.9999999999999,205.99999999999994,59.99999999999998,5938.0,98.99999999999994,21803.999999999993,324.0,17.000000000000007,727.9999999999997,194.99999999999986,91.99999999999994,1816.0000000000002,226.00000000000006,173.9999999999999,181.0000000000001,651.0,40.999999999999986,448.99999999999966,749.0,272.00000000000017,2020-04-26,221.0,265.0,52.0,1735.0,691.0,1935.0,119.0,175.0,1090.0,966.0,1938.0,829.0,121.0,122.0,211.0,1751.0,50.0,908.0,2889.0,3447.0,265.0,223.0,291.0,208.0,56.0,6069.0,96.0,22432.0,328.0,17.0,757.0,204.0,93.0,1892.0,224.0,181.0,178.0,664.0,40.0,454.0,752.0,278.0
227.99999999999994,274.9999999999998,50.99999999999998,1779.0000000000011,706.0000000000001,2011.999999999999,125.00000000000011,185.0000000000001,1088.0000000000005,995.0000000000003,1983.0000000000011,843.9999999999999,126.9999999999999,126.00000000000009,213.00000000000006,1740.0000000000005,50.99999999999995,945.0000000000007,3003.0,3407.0,286.00000000000017,228.9999999999999,303.0,205.99999999999994,59.99999999999998,6043.999999999999,98.99999999999994,22266.999999999993,340.0000000000003,18.999999999999986,753.0000000000003,197.00000000000003,91.99999999999994,1885.9999999999998,233.00000000000009,177.0,183.99999999999994,665.9999999999998,40.999999999999986,459.99999999999966,763.9999999999997,281.0000000000002,2020-04-27,232.0,281.0,54.0,1805.0,713.0,2014.0,126.0,185.0,1133.0,999.0,2035.0,878.0,129.0,126.0,218.0,1788.0,51.0,958.0,3039.0,3515.0,284.0,235.0,305.0,215.0,60.0,6322.0,102.0,22694.0,343.0,18.0,796.0,208.0,95.0,2021.0,236.0,192.0,183.0,693.0,41.0,479.0,765.0,286.0
242.00000000000014,274.9999999999998,57.00000000000001,1863.9999999999998,735.9999999999993,2087.0,137.00000000000009,189.99999999999983,1170.9999999999998,1035.9999999999993,2124.9999999999986,901.0000000000001,136.00000000000009,126.99999999999999,225.0000000000002,1801.0,50.99999999999995,1015.9999999999997,3153.000000000002,3568.000000000002,301.00000000000017,239.0000000000001,330.00000000000006,219.00000000000014,59.99999999999998,6441.999999999999,104.99999999999993,22777.000000000007,363.0,18.999999999999986,798.9999999999995,206.99999999999997,98.99999999999999,2045.9999999999984,239.00000000000009,191.99999999999986,188.00000000000006,719.0000000000006,40.999999999999986,492.0000000000003,786.0000000000002,299.9999999999998,2020-04-28,244.0,296.0,57.0,1875.0,736.0,2092.0,133.0,195.0,1177.0,1032.0,2134.0,927.0,137.0,130.0,224.0,1825.0,52.0,1008.0,3190.0,3584.0,303.0,247.0,319.0,223.0,64.0,6574.0,109.0,22957.0,359.0,19.0,837.0,212.0,97.0,2153.0,248.0,204.0,189.0,723.0,43.0,505.0,779.0,295.0
255.9999999999998,307.9999999999998,57.00000000000001,1946.0000000000016,765.9999999999994,2168.9999999999995,144.00000000000009,205.00000000000006,1217.999999999999,1101.0000000000002,2215.0,964.0000000000003,148.00000000000009,134.00000000000006,234.00000000000006,1845.0,52.000000000000014,1078.0000000000002,3404.9999999999986,3669.999999999999,318.99999999999994,249.99999999999994,338.0000000000001,230.00000000000017,59.99999999999998,6771.000000000001,111.99999999999991,23286.999999999993,382.00000000000017,18.999999999999986,936.9999999999994,213.99999999999997,101.00000000000001,2373.000000000001,250.9999999999999,231.00000000000017,194.9999999999999,753.9999999999999,45.000000000000014,521.9999999999997,800.9999999999999,307.99999999999994,2020-04-29,256.0,313.0,60.0,1946.0,759.0,2171.0,141.0,206.0,1221.0,1066.0,2235.0,977.0,146.0,134.0,231.0,1862.0,53.0,1060.0,3342.0,3653.0,323.0,260.0,334.0,231.0,69.0,6824.0,116.0,23219.0,375.0,20.0,878.0,216.0,100.0,2288.0,261.0,216.0,194.0,753.0,45.0,531.0,793.0,304.0
271.99999999999994,320.0000000000001,61.000000000000014,2030.9999999999989,776.9999999999995,2256.9999999999995,151.99999999999994,224.00000000000014,1268.0000000000007,1131.9999999999998,2355.000000000002,1114.0000000000007,162.0000000000001,134.00000000000006,240.00000000000017,1905.0000000000007,52.99999999999996,1140.0,3561.9999999999986,3789.0000000000014,342.99999999999983,260.99999999999994,349.99999999999994,243.00000000000009,72.0,7227.999999999998,122.9999999999999,23615.999999999993,405.9999999999998,18.999999999999986,975.9999999999992,222.00000000000003,102.99999999999991,2474.999999999999,266.0,244.0000000000001,198.99999999999983,812.0000000000003,46.00000000000002,551.9999999999997,814.0000000000007,316.0000000000001,2020-04-30,268.0,330.0,63.0,2018.0,782.0,2249.0,149.0,216.0,1265.0,1099.0,2337.0,1027.0,155.0,138.0,238.0,1899.0,54.0,1112.0,3495.0,3722.0,344.0,273.0,349.0,238.0,73.0,7072.0,123.0,23481.0,391.0,21.0,920.0,220.0,102.0,2425.0,274.0,228.0,199.0,783.0,47.0,557.0,806.0,312.0
289.0000000000001,329.9999999999999,63.999999999999986,2126.0000000000014,820.9999999999999,2339.000000000001,158.99999999999994,230.99999999999994,1313.9999999999993,1169.000000000001,2457.0000000000014,1174.9999999999995,169.99999999999994,139.99999999999991,246.00000000000014,1970.0000000000005,54.99999999999999,1080.000000000001,3715.9999999999986,3866.0000000000005,369.99999999999983,280.99999999999994,359.99999999999983,246.00000000000003,81.00000000000003,7537.999999999999,131.00000000000003,23841.0,418.99999999999966,22.999999999999986,1002.9999999999999,230.00000000000009,104.00000000000007,2634.9999999999995,278.99999999999994,256.0,203.99999999999997,840.0000000000003,46.00000000000002,581.0000000000002,823.9999999999998,327.0000000000001,2020-05-01,281.0,347.0,66.0,2090.0,806.0,2327.0,156.0,227.0,1309.0,1133.0,2442.0,1077.0,165.0,143.0,245.0,1936.0,55.0,1166.0,3649.0,3791.0,365.0,287.0,363.0,246.0,78.0,7316.0,130.0,23743.0,407.0,23.0,962.0,224.0,104.0,2563.0,287.0,240.0,205.0,814.0,49.0,584.0,819.0,321.0
287.9999999999999,329.9999999999999,72.0,2180.0,832.0000000000005,2435.9999999999995,167.99999999999991,239.99999999999997,1364.0000000000002,1177.0,2558.999999999998,1114.9999999999998,174.99999999999994,142.0000000000001,247.99999999999986,1993.0,55.99999999999995,1250.9999999999998,3846.0,4020.9999999999995,394.0,290.9999999999999,376.0000000000001,254.99999999999983,84.00000000000004,7741.999999999998,138.00000000000003,24035.000000000007,430.99999999999966,23.99999999999998,1021.9999999999997,238.00000000000014,109.00000000000009,2695.0000000000005,295.9999999999999,267.0000000000001,208.99999999999986,862.9999999999994,49.000000000000036,616.9999999999994,830.0000000000007,334.0000000000002,2020-05-02,293.0,365.0,69.0,2163.0,829.0,2404.0,164.0,238.0,1354.0,1167.0,2547.0,1128.0,175.0,147.0,251.0,1973.0,56.0,1219.0,3801.0,3860.0,387.0,300.0,378.0,253.0,83.0,7557.0,138.0,24005.0,424.0,24.0,1006.0,229.0,106.0,2702.0,301.0,251.0,210.0,846.0,51.0,612.0,832.0,330.0
290.00000000000006,362.00000000000006,75.99999999999994,2216.0000000000005,842.0000000000001,2435.9999999999995,177.00000000000003,250.99999999999991,1379.0,1183.9999999999993,2618.000000000001,1132.0000000000007,183.99999999999991,144.0000000000001,253.0,2012.0000000000005,56.999999999999986,1281.0,4003.9999999999995,4052.9999999999986,417.99999999999966,303.0000000000002,381.0000000000002,258.0000000000001,86.00000000000004,7871.000000000003,150.99999999999994,24575.999999999996,433.9999999999999,24.999999999999993,1039.0000000000005,238.00000000000014,109.00000000000009,2719.999999999998,319.9999999999999,274.99999999999994,210.0,877.9999999999998,50.000000000000036,660.0000000000005,834.0000000000003,339.0000000000003,2020-05-03,306.0,383.0,72.0,2237.0,852.0,2481.0,172.0,248.0,1399.0,1200.0,2654.0,1178.0,185.0,150.0,258.0,2010.0,57.0,1273.0,3954.0,3930.0,409.0,314.0,394.0,261.0,88.0,7793.0,146.0,24267.0,441.0,25.0,1049.0,233.0,108.0,2842.0,314.0,263.0,216.0,877.0,52.0,639.0,845.0,339.0
